Contact.005,Riegler,Bettina,Los-Angeles-Platz 50,Hamburg Winterhude,HH,22299,Deutschland,Los-Angeles-Platz 50,Hamburg Winterhude,HH,22299,Deutschland,0821 70 14 61,0821 70 14 61,07221 70 99 84,,briegler@mailinator.com,Account Executive,Vertrieb
Contact.015,Stachl,Dorothea,Kurfuerstendamm 98,München,BY,80019,Deutschland,Kurfuerstendamm 98,München,BY,80019,Deutschland,036333 76 14,036333 76 14,04273 51 52 69,,doro.stachl@mailinator.com,Finanzdirektor,Finanzen
Contact.008,Oberkofler,Günther,Rosenstrasse 21,München,BY,81315,Deutschland,Rosenstrasse 21,München,BY,81315,Deutschland,036626 74 91,036626 74 91,07435 26 58 56,,goberkofler@mailinator.com,CFO,C-Level
Contact.002,Peters,Rolf,Kurfuerstendamm 94,München,BY,80016,Deutschland,Kurfuerstendamm 94,München,BY,80016,Deutschland,09273 91 00 07,09273 91 00 07,03939 94 97 41,,rolf.peters@mailinator.com,Projektleiter,Marketing
Contact.003,Winter,Maik,Landsberger Allee 72,München,BY,80068,Deutschland,Landsberger Allee 72,München,BY,80068,Deutschland,08535 41 44 94,08535 41 44 94,0951 80 39 60,,maik.winter@mailinator.com,"Vertriebsdirektor, Mitglied der Geschäftsführung",Betrieb
Contact.016,Binder,Maximilian,Lützowplatz 35,Schömerich,RP,54314,Deutschland,Lützowplatz 35,Schömerich,RP,54314,Deutschland,037437 74 09,037437 74 09,0951 23 05 36,,maxbinder@mailinator.com,HR Direktor,Personalwesen
Contact.017,Bucher,Karolin,Schoenebergerstrasse 66,Schönberg,BY,94513,Deutschland,Schoenebergerstrasse 66,Schönberg,BY,94513,Deutschland,034671 17 30,034671 17 30,06543 10 38 57,,karo.bucher@mailinator.com,Assistent (in),Betrieb
Contact.006,Graf,Carola,Paderborner Strasse 21,Unterdießen,BY,86944,Deutschland,Paderborner Strasse 21,Unterdießen,BY,86944,Deutschland,0971 91 63 38,0971 91 63 38,05445 24 04 65,,cgraf@mailinator.com,"Betriebsleiter, Mitglied der Geschäftsführung",
Lead,LASTNAME,FIRSTNAME,TITLE,COMPANY,STREET,CITY,STATE,POSTALCODE,COUNTRY,PHONE,MOBILEPHONE,FAX,EMAIL,WEBSITE,,,,,
Lead.007,Meier,Nadine,Vertriebsleiter,Hofer GmbH & Co. KG,Genslerstraße 97,Berlin Waidmannslust,BE,13469,Deutschland,04104 71 03 40,02202 66 59 08,04104 71 03 40,nadine.meier@mailinator.com,www.hofer.at,,,,,
Lead.011,Müller,Nina,Leiterin Einkauf,Markwart AG,Waßmannsdorfer Chaussee 30,Berlin Wittenau,BE,13403,Deutschland,04104 95 69 23,02202 35 62 15,04104 95 69 23,nina.mueller@mailinator.com,www.markwart.at,,,,,
Lead.001,Unterkofler,Harald,IT-Administrator,Maschinenbau Meiser GmbH,Waßmannsdorfer Chaussee 3,Berlin Wittenau,BE,13435,Deutschland,09132 25 40 22,030 99 25 83,09132 25 40 22,h.unterkofler@mailinator.com,www.maschinenbau-meiser.at,,,,,
Lead.005,Riese,Dieter,Geschäftsführer,Automotive Weiser GmbH,Schönwalder Allee 4,Hamdorf,SH,24805,Deutschland,04822 93 73 53,030 45 30 14,04822 93 73 53,dieter.riese@mailinator.com,www.automotive-weiser.at,,,,,
Lead.012,Meise,Sabine,CFO,Spedition Schulz GmbH,Budapester Strasse 92,Hamersen,NI,27419,Deutschland,02750 59 26 81,030 92 33 72,02750 59 26 81,s.meise@mailinator.com,www.spedition-schulz.at,,,,,
Lead.010,Herold,Natascha,Controller,Aichle Media GmbH,Rhinstrasse 43,München,BY,80791,Deutschland,09273 91 36 91,030 21 33 79,09273 91 36 91,n.herold@mailinator.com,www.aichle-media.at,,,,,
Lead.008,Graf,Björn,Einkäufer,Bäckerei Schlupp,Landsberger Allee 84,München,BY,80088,Deutschland,039957 90 11,030 66 76 74,039957 90 11,b.graf@mailinator.com,www.backshop-schlupp.at,,,,,
Lead.004,Schmidt,Natalie,Sekretärin,Gerätebau Gries GmbH,Landsberger Allee 23,München,BY,80503,Deutschland,06337 68 52 82,030 49 87 60,06337 68 52 82,natalie@mailinator.com,www.geraetebau-gries.at,,,,,
Lead.009,Schulz,Kerstin,Geschäftsführerin,Thull GmbH & Co. KG,Rosenstrasse 36,München,BY,81318,Deutschland,05601 20 56 94,030 92 48 29,05601 20 56 94,kerstin.schulz@mailinator.com,www.thull.at,,,,,
Lead.013,Bauer,Jan,CIO,Schmitz Transporte GmbH,Rosenstrasse 73,München,BY,81453,Deutschland,03591 99 18 84,030 86 20 72,03591 99 18 84,jbauer@mailinator.com,www.schmitz-transporte.com,,,,,
Lead.003,Liebknecht,Rainer,Account Manager,Teichmann Handelsges. mbH,Flughafenstrasse 71,Poppenricht,BY,92284,Deutschland,0921 94 95 06,030 82 73 13,0921 94 95 06,r.liebknecht@mailinator.com,www.teichman.at,,,,,
Lead.006,Maurer,Maike,Channel Manager,Merkel Services GmbH,Fugger Strasse 66,Potsdam,BB,14427,Deutschland,02603 45 59 22,030 35 60 61,02603 45 59 22,maikemaurer@mailinator.com,www.merkel-service.at,,,,,
Lead.014,Berndt,Verena,Personalreferentin,The Phone Shop GmbH,Fugger Strasse 34,Potsdam,BB,14428,Deutschland,06372 47 18 41,030 18 16 79,06372 47 18 41,v.berndt@mailinator.com,www.thephoneshop.at,,,,,
Lead.002,Posnanski,Thomas,Inhaber,Posnanski GmbH,Michaelkirchstr. 42,Trendelburg,HE,34388,Deutschland,06357 80 63 41,030 46 31 43,06357 80 63 41,posnanski@mailinator.com,www.posnanski.at,,,,,
Lead.015,Jacobi,Tobias,Inside Sales,Niedermayr AG,Mellingburgredder 95,Treuchtlingen,BY,91757,Deutschland,08433 71 65 24,030 48 86 08,08433 71 65 24,t.jacobi@mailinator.com,www.niedermayr-ag.at,,,,,
Campaign,NAME,DESCRIPTION,CAMPAIGN_TACTIC__C,,,,,,,,,,,,,,,,
Campaign.001,Tradeshow  Sponsorenstand  Q2,,,,,,,,,,,,,,,,,,
Campaign.002,Bannerwerbung für Drittanbieter  Neue Produktangebote,,,,,,,,,,,,,,,,,,
Campaign.003,Bannerwerbung für Drittanbieter Add-On-Angebote,,Webinare,,,,,,,,,,,,,,,,
Campaign.004,Google Adwords  Mehrere Keywords,Prozesslandkarte,,,,,,,,,,,,,,,,,
Campaign.005,E-Mail  Neue Produkt-Sonderangebote,"E-Mail mit der Aufforderung, sich für eine Tour durch die neue Geschäftsprozess-Landkarte anzumelden; eine vereinfachte URL führt zu einer Zielseite (www.ucigo.com/webinar)",Direktwerbung,,,,,,,,,,,,,,,,
Opportunity,NAME,DESCRIPTION,NEXTSTEP,,,,,,,,,,,,,,,,
Opportunity.007,Grüne IT GmbH*,Bei Unterzeichnung zum Jahresende wird eine Prämie angeboten.,Lastenheft unterzeichnen,,,,,,,,,,,,,,,,
Opportunity.008,Grüne IT GmbH*,Potenzieller grosser Gewinn für ihre Entscheidungsträger,Großer Gewinn für uns,,,,,,,,,,,,,,,,
Opportunity.009,Grüne IT GmbH*,Sehr guter Kunde; gute Prognosen für dieses Geschäft,Ehegatte des potenziellen Kunden ist mit einem Mitglied der Geschäftsführung des Mitbewerbers verheiratet,,,,,,,,,,,,,,,,
Opportunity.010,Grüne IT GmbH*,"Guter Vertriebszyklus, passt genau zu unseren neuen Produkten","Angebot übermittelt, Antwort noch ausstehend",,,,,,,,,,,,,,,,
Opportunity.002,Bücherwurm AG* - 47K,Bei Unterzeichnung zum Jahresende wird eine Prämie geboten.,Vertriebspräsentation für C-Level-Mitarbeiter für nächste Woche geplant,,,,,,,,,,,,,,,,
Opportunity.004,Grüne IT GmbH*,Wir müssen hier wirklich den Mehrwert nachweisen. Der Kunde ist ein zäher Verhandlungspartner und verfügt über ein geringes Budget,"Folgekontakt in 6 Monaten, um den neuen Stand der Dinge zu erfahren",,,,,,,,,,,,,,,,
Opportunity.005,Grüne IT GmbH*,Bei Unterzeichnung zum Jahresende wird eine Prämie geboten.,Führungsebene miteinbeziehen,,,,,,,,,,,,,,,,
Opportunity.006,Grüne IT GmbH*,Dieses Geschäft läuft bisher gut.,Was denken die Entscheidungsträger?,,,,,,,,,,,,,,,,
Opportunity.001,Bücherwurm AG* - 68K*,"Hier bietet sich uns eine enorme strategische Möglichkeit.  Die Beziehungen zu diesem Account gewinnen an Dynamik. Der Kunde hat das Potenzial, für uns als ""Motor für Kundenempfehlungen"" zu agieren.",Ermittlung wichtiger Entscheidungsträger und Akteure.,,,,,,,,,,,,,,,,
Opportunity.011,Grüne IT GmbH*,,,,,,,,,,,,,,,,,,
Opportunity.003,Bücherwurm AG* - 52K,"Hier bietet sich erstmalig die Gelegenheit, Beziehungen mit United Partners zu knüpfen, auf denen wir in den kommenden Jahren aufbauen können.  Wir haben gute Aussichten zu gewinnen, wir müssen jedoch Qualifikationsnachweise und Erfahrung in der Branche ausbauen.",Verträge ausarbeiten,,,,,,,,,,,,,,,,
Case,SUBJECT,DESCRIPTION,,,,,,,,,,,,,,,,,
Case.001,Probleme beim Server-Upgrade*,Meine Serverkonfiguration funktioniert nicht mehr. Gerade ein Update und Upgrade durchgeführt? Was muss ich tun?,,,,,,,,,,,,,,,,,
Case.007,Letzten Kontoauszug anfordern,Ich kann meinen letzten Kontoauszug nicht finden. Bitte senden Sie mir den Kontoauszug erneut zu.,,,,,,,,,,,,,,,,,
Case.008,Konfiguration funktioniert nicht,Konfiguration funktioniert nicht Bitte um Unterstützung.,,,,,,,,,,,,,,,,,
Case.002,Ist der Server zusammengebrochen?,Ich habe keinen Zugriff auf den Server. Was ist los?,,,,,,,,,,,,,,,,,
Case.003,Zu welchen Zeiten kann ich den Support erreichen?,Kann ich auch Samstags anrufen?,,,,,,,,,,,,,,,,,
Case.009,Wo ist mein Kennwort gespeichert?,Bin für jeden Hinweis dankbar.,,,,,,,,,,,,,,,,,
Case.010,Probleme beim Upgrade auf die neueste Version,"Mein Bildschirm bleibt hängen, sobald ich das Upgrade durchführen möchte. Wie soll ich vorgehen?",,,,,,,,,,,,,,,,,
Case.004,Wie hoch ist meine Rechnung?,"Ich kann meine letzte Abrechnung nicht finden und weiß nicht, wie hoch die Rechnung für diesen Monat ist.",,,,,,,,,,,,,,,,,
Case.011,Aktueller Kontostand,"Ich weiß nicht, wie hoch die Rechnung für diesen Monat ist.",,,,,,,,,,,,,,,,,
Case.012,Frage zu meinem letzten Kontoauszug,Frage zum letzten Kontoauszug.,,,,,,,,,,,,,,,,,
Case.005,Probleme beim Zurücksetzen meines Kennworts*,Ich habe Probleme beim Zurücksetzen meines Kennworts. Ich bin abgemeldet und habe mein Kennwort vergessen.,,,,,,,,,,,,,,,,,
Case.006,Testbericht nicht gefunden,,,,,,,,,,,,,,,,,,
Case.013,Keine Broadcast-Nachrichten vom Wireless-Router,Keine Broadcast-Nachrichten vom Wireless-Router Hört mich jemand?,,,,,,,,,,,,,,,,,
Product2,NAME,PRODUCTCODE,DESCRIPTION,,,,,,,,,,,,,,,,
Product2.001,Wireless-Router,S100,"Das Standardprodukt wurde entwickelt, um kleinen und mittelständischen Unternehmen Geschäftswert zu bieten.",,,,,,,,,,,,,,,,
Product2.002,Delta-Produkt,D200,Durch den verbesserten automatisierten Widget-Builder bringt das Delta-Produkt neuen Wert.,,,,,,,,,,,,,,,,
Product2.003,Unternehmensberatung,12M-BC,"Ein 12-monatiges Beratungspaket für Unternehmen, basierend auf dem Standardberatungshonorar von $1.800 pro Tag.  Zur Überarbeitung und eindringlichen Prüfung des Umsatz- und Mengenplans, sobald dieser mit der Opportunity verknüpft wurde.",,,,,,,,,,,,,,,,
Product2.004,Technische Services,Tech-12 Month,"Ein 12-monatiges Beratungspaket für Unternehmen, basierend auf dem Standardberatungshonorar von $2.200 pro Tag.  Bitte überprüfen Sie zusammen mit den Professional-Services, ob die Analyse Ihrer Geschäftprozesse vollständig ist, bevor Sie sich an das technische Team wenden.",,,,,,,,,,,,,,,,
Product2.005,Alpha-Produkt,S110,"Dieses Alpha-Produkt (S110) ist ein Add-On für das Standardprodukt (S100).  Das Alpha-Produkt kann nur verkauft werden, wenn die Arbeitsblätter zur Installationsprüfung mit den Verträgen für das S100-Produkt übereinstimmen.",,,,,,,,,,,,,,,,
Asset,NAME,SERIALNUMBER,DESCRIPTION,,,,,,,,,,,,,,,,
Asset.001,Alpha-Produkt,129290t5,,,,,,,,,,,,,,,,,
Asset.002,Delta-Produkt,24637788,,,,,,,,,,,,,,,,,
Asset.003,Wireless-Router,1203985,,,,,,,,,,,,,,,,,
Asset.004,Alpha-Produkt,1203990,,,,,,,,,,,,,,,,,
Asset.005,Delta-Produkt,1203991,,,,,,,,,,,,,,,,,
Asset.006,Alpha-Produkt,65764467652,,,,,,,,,,,,,,,,,
Task,SUBJECT,DESCRIPTION,,,,,,,,,,,,,,,,,
Task.003,Prüfung der Marketing-Strategie,,,,,,,,,,,,,,,,,,
Task.004,Discovery-Anruf,,,,,,,,,,,,,,,,,,
Task.007,Verbinden,,,,,,,,,,,,,,,,,,
Task.017,Neue Preise senden,,,,,,,,,,,,,,,,,,
Task.016,Update anfordern,,,,,,,,,,,,,,,,,,
Task.015,Dankesschreiben senden,,,,,,,,,,,,,,,,,,
Task.014,Nachricht hinterlassen,,,,,,,,,,,,,,,,,,
Task.019,Discovery-Notizen,,,,,,,,,,,,,,,,,,
Task.011,Status nachverfolgen,,,,,,,,,,,,,,,,,,
Task.013,Meine Nachricht nachverfolgen,,,,,,,,,,,,,,,,,,
Task.018,Verbinden,,,,,,,,,,,,,,,,,,
Task.001,Aktualisierung des Managergeschäfts,,,,,,,,,,,,,,,,,,
Task.002,Neue Preise senden,,,,,,,,,,,,,,,,,,
Task.006,E-Mail: Vorgeschlagene Lösung für Kundenvorgang: 00001192,"Zweiter Empfänger: lb@up.com, Cc
BCC:
Anhang:
Betreff: Vorgeschlagene Lösung für Kundenvorgang: 00001192    [ ref:00D37EfQ.50034EiR7:ref ]
Text:
Sehr geehrte Laura Becker
in Beantwortung Ihrer aktuellen Anfrage sehen Sie bitte anbei unsere vorgeschlagene Lösung für Ihr Problem.  Wenn das Problem weiterhin besteht oder andere Probleme auftreten        rufen Sie unser Selbstbedienungsportal an oder besuchen Sie die Website des Portals.
Beschreibung der Lösung:
Öffnungszeiten Kundendienst:
Montag 9:00 Uhr (EST) - Freitag 17:00 Uhr (EST)
Samstags geschlossen
Sonntags geschlossen
Wir öffnen am Montag um 9:00 Uhr und stehen 24 Stunden pro Tag bis Freitag 17:00 Uhr zur Verfügung. Samstags und sonntags geschlossen.
Vielen Dank!
Benutzer:
Universal-Container
------ Ihre Frage / Ihr Kommentar ------
Ihre Beschreibung des Falls:
Kann ich auch samstags anrufen?
ref:00D37EfQ.50034EiR7:ref""

",,,,,,,,,,,,,,,,,
Task.005,Neuen Kontoauszug schicken,,,,,,,,,,,,,,,,,,
Task.012,Kundenvorgang prüfen,,,,,,,,,,,,,,,,,,
Task.008,Bewertung durchführen,Bewertungsdokument ausfüllen,,,,,,,,,,,,,,,,,
Task.009,E-Mail: Angebot,"Weitere Empfänger: lb@mailinator.de; jmendezona@salesforce.com, Cc

BCC:

Anhang: Angebot 3_V2.pdf



Betreff: Angebot

Text:""

",,,,,,,,,,,,,,,,,
Event,SUBJECT,LOCATION,DESCRIPTION,,,,,,,,,,,,,,,,
Event.002,Besprechung mit den Entscheidungsträgern,Aloha-Konferenzraum,,,,,,,,,,,,,,,,,
Event.001,Nachbesprechung des Geschäfts,Hawaii-Konferenzraum,,,,,,,,,,,,,,,,,
Event.003,Untersuchung offener Fälle,,,,,,,,,,,,,,,,,,
Solution,SOLUTIONNAME,SOLUTIONNOTE,SOLUTIONLANGUAGE,KEYWORDS__C,INTERNAL_NOTES__C,,,,,,,,,,,,,,
Solution.001,Wie ändere oder setze ich mein Kennwort zurück?*,"Wenn Sie angemeldet sind, klicken Sie auf die Schaltfläche ""Abmelden"", um zur Anmeldeseite zu gelangen.<br><br>",en_US,,,,,,,,,,,,,,,,
Solution.002,Server-Reset vor Upgrade,"<span style=""font-family: Geneva,Arial,Sans-Serif; "">So starten Sie den gewünschten Server neu</span><br style=""font-family: Geneva,Arial,Sans-Serif; ""><ol style=""font-family: Geneva,Arial,Sans-Serif; ""><li>Schließen Sie alle geöffneten Anwendungen.</li><li>Fahren Sie den Server über das Menü zum Herunterfahren herunter.</li><li>Ziehen Sie das Stromkabel und warten Sie 30 Sekunden.</li><li>Verbinden Sie das Stromkabel erneut und schalten Sie den Server ein.</li><li>Geben Sie bei Aufforderung Ihren <span style=""font-weight: bold; "">Benutzernamen </span>und Ihr <span style=""font-weight: bold; "">Ke</span><span style=""font-weight: bold; "">nnwort </span>ein.<img align=""left"" alt="""" src=""/servlet/servlet.ImageServer?id=01530000000edT4&amp;oid=00D300000007EfQ"" border=""0""></img><br></li></ol><div style=""text-align: left; ""><br style=""font-family: Geneva,Arial,Sans-Serif; ""><span style=""font-family: Geneva,Arial,Sans-Serif; ""></span><br><span style=""font-family: Geneva,Arial,Sans-Serif; "">",en_US,,,,,,,,,,,,,,,,
Solution.003,Kontoauszug für Abrechnungen  Richtlinien und FAQ,"<ul><li>Um Ihren Kontostand zu erfahren, rufen Sie unsere Hotline an: 800 555 1212. Drücken Sie ""1"", um den Kontostand abzufragen.</li><li>Wir verarbeiten nur Net 30-Transaktionen.</li><li>Wenn Sie Ihre Rechnung nicht begleichen können, rufen Sie unsere Hotline an: 800 555 1212</li><li>Senden Sie alle Kontoauszüge an die Adresse unseres Hauptsitzes und führen Sie den Checkout für die Finanzabteil und durch. Die Adresse ist auf unserer Unternehmens-Website angegeben.</li></ul>",en_US,"Abrechnung, Kontoauszug, Frage, Richtlinie, Richtlinien, Kontostand",,,,,,,,,,,,,,,
