PAccount.020,Amit,Arora,"Main Market, Training Centre, Greater Kailash I",New Delhi,,110048,India,"Main Market, Training Centre, Greater Kailash I",New Delhi,,110048,India,(011) 24541678,(011) 24564789,,,,,
PAccount.021,Nikhil,Kapoor,Sector 93,Noida,,201301,India,Sector 93,Noida,,201301,India,(0120) 4246158,(0120) 4256178,,,,,
PAccount.022,Gagan,Malhotra,"C2B, Janakpuri",New Delhi,,110058,India,"C2B, Janakpuri",New Delhi,,110058,India,(011) 24651788,(011) 24541689,,,,,
PAccount.023,Shyam,Gupta,Sector 127,Noida,,201301,India,Sector 127,Noida,,201301,India,(0120) 2454167,(0120) 2465171,,,,,
PAccount.024,Deepa,Dey,"Rajiv Chowk, A Block, Connaught Place",New Delhi,,110003,India,"Rajiv Chowk, A Block, Connaught Place",New Delhi,,110003,India,(011) 24624671,(011) 24564176,,,,,
Contact,LASTNAME,FIRSTNAME,OTHERSTREET,OTHERCITY,OTHERSTATE,OTHERPOSTALCODE,OTHERCOUNTRY,MAILINGSTREET,MAILINGCITY,MAILINGSTATE,MAILINGPOSTALCODE,MAILINGCOUNTRY,PHONE,FAX,MOBILEPHONE,ASSISTANTPHONE,EMAIL,TITLE,DEPARTMENT
Contact.004,Kapoor,Avinash,"Rajiv Chowk, A Block, Connaught Place",New Delhi,,110003,India,"Rajiv Chowk, A Block, Connaught Place",New Delhi,,110003,India,(011) 24534677,(011) 24651768,9326786289,9357157188,akapoor@gmail.com,President and CEO,C-Level
Contact.001,Bansal,Sweta,"C2B, Janakpuri",New Delhi,,110058,India,"C2B, Janakpuri",New Delhi,,110058,India,(011) 24654671,(011) 25761888,9257257871,9257256761,sbansal@yahoo.co.in,"SVP, Technology",Operations
Contact.009,Mathur,Ravi,Sector 11,Noida,,201301,India,Sector 11,Noida,,201301,India,(0120) 2352461,(0120) 2462465,9167268191,9262768281,rmathur@hotmail.com,SVP Marketing,Marketing
Contact.010,Malhotra,Ravi,"Sigma Mall, Cunningham Road",Bangalore,,560052,India,"Sigma Mall, Cunningham Road",Bangalore,,560052,India,(080) 24615476,(080) 24625678,9168716911,9256257711,rmalhotra@meebo.com,EVP Business Development,Business Development
Contact.011,Singla,Vishal,"The Forum, Hosur Road, Adugodi",Bangalore,,560095,India,"The Forum, Hosur Road, Adugodi",Bangalore,,560095,India,(080) 24615467,(080) 23456241,9265827191,9278278927,vsingla@yahoo.com,Chief Information Officer,C-Level
Contact.012,Kamble,Navnath,Sector 12,Noida,,201301,India,Sector 12,Noida,,201301,India,(0120) 2451467,(0120) 2461561,9168168179,9268268171,nkamble@gmail.com,Chief Executive Officer,C-Level
Contact.013,Singh,Taran,"City Centre Mall, Banjara Hills",Hyderabad,,500034,India,"City Centre Mall, Banjara Hills",Hyderabad,,500034,India,(040) 24614611,(040) 24524617,9262871917,9325198918,tsingh@yahoo.co.in,Marketing Manager,Marketing
Contact.014,Singh,Ayush,Park Street,Kolkata,,700016,India,Park Street,Kolkata,,700016,India,(033) 24561611,(033) 24562461,9268216817,9215426571,asingh@yahoo.com,Purchasing,Operations
Contact.005,Bhatnagar,Monisha,"Mohandev, Tolstoy Marg",New Delhi,,110003,India,"Mohandev, Tolstoy Marg",New Delhi,,110003,India,(011) 25612571,(011) 24524617,9126816811,9326527618,monisha@yahoo.co.in,Account Executive,Sales
Contact.015,Deshpande,Priya,Sector 29,Noida,,201301,India,Sector 29,Noida,,201301,India,(0120) 2461468,(0120) 2451461,9161876198,9252462578,pdeshpande@yahoo.com,Director-Accounting,Finance
Contact.008,Rathore,Priyanka,"Mahatma Gandhi Marg, South Extention Part 2",New Delhi,,110049,India,"Mahatma Gandhi Marg, South Extention Part 2",New Delhi,,110049,India,(011) 24624761,(011) 25461571,9216181791,9265716811,prathore@gmail.com,CFO,C-Level
Contact.002,Saxena,Anupama,Sector 18,Noida,,201301,India,Sector 18,Noida,,201301,India,(0120) 2454165,(0120) 2465167,9167168178,9125615711,anupamasaxena@gmail.com,Project Manager,Marketing
Contact.003,Nischol,Pranav,Sector 93,Noida,,201301,India,Sector 93,Noida,,201301,India,(0120) 2454161,(0120) 2454151,9178171991,9157126811,pnischol@gmail.com,VP of Sales,Operations
Contact.016,Singh,Ankur,"Mohandev, Tolstoy Marg",New Delhi,,110003,India,"Mohandev, Tolstoy Marg",New Delhi,,110003,India,(011) 24352456,(011) 24541667,9161871981,9268267919,asingh@gmail.com,Director-Human Resources,HR
Contact.017,Kharbanda,Arjun,"Mahatma Gandhi Marg, South Extention Part 2",New Delhi,,110049,India,"Mahatma Gandhi Marg, South Extention Part 2",New Delhi,,110049,India,(011) 24514566,(011) 24514667,9161876910,9126581681,akharbanda@hotmail.com,Administrative Assistant,Operations
Contact.006,Krishna,Radha,Sector 18,Noida,,201301,India,Sector 18,Noida,,201301,India,(0120) 2435415,(0120) 2454151,9257258191,9176187922,rkrishna@yahoo.com,VP Operations,
Lead,LASTNAME,FIRSTNAME,TITLE,COMPANY,STREET,CITY,STATE,POSTALCODE,COUNTRY,PHONE,MOBILEPHONE,FAX,EMAIL,WEBSITE,,,,,
Lead.007,Kapoor,Asha,VP Operations,Singh and Singh Ltd,Sector 20,Noida,,201301,India,(0120) 2452456,8812381781,(0120) 2565278,akapoor@singhandsingh.com,http://singhandsingh.com,,,,,
Lead.011,Bansal,Snigdha,VP Consulting,RK Consulting,"The Forum, Hosur Road, Adugodi",Bangalore,,560095,India,(080) 24514611,9168618111,(080) 25615717,sbansal@rkconsulting.com,http://www.rkconsulting.com,,,,,
Lead.001,Mathur,Rohit,VP Consulting,Priya Biscuits,"Sigma Mall, Cunningham Road",Bangalore,,560052,India,(080) 25651677,9267368289,(080) 25725718,rmathur@priyabiscuits.com,http://www.priyabiscuits.com,,,,,
Lead.005,Malhotra,Aastha,Manager Sales Exec Finance Exec,RM Jewellers,"Rajiv Chowk, A Block, Connaught Place",New Delhi,,110003,India,(011) 25462578,9108183265,(011) 24651677,amalhotra@rmjewellers.com,http://www.rmjewellers.com,,,,,
Lead.012,Singla,Sonali,Spouse,Tanishq Jewellers,"Mahatma Gandhi Marg, South Extention Part 2",New Delhi,,110049,India,(011) 24625677,9176736822,(011) 24654266,ssingla@tanishq.com,http://www.tanishq.com,,,,,
Lead.010,Kamble,Ayush,VP IT,Info Solutions Ltd,"C2B, Janakpuri",New Delhi,,110058,India,(011) 24657788,9101963863,(011) 32562522,akamble@infosolutions.com,http://www.infosolutions.com,,,,,
Lead.008,Singh,Ravi,SVP Procurement,Hi-Tech Solutions Ltd,Camac Street,Kolkata,,700016,India,(033) 2454266,8126726282,(033) 2565265,rsingh@hi-techsolutions.com,http://www.hi-techsolutions.com,,,,,
Lead.004,Singh,Deepti,VP Purchasing,Vishal Megamart,Sector 37,Noida,,201301,India,(0120) 2461466,9176879272,(0120) 2454167,dsingh@vishalmegamart.com,http://www.vishalmegamart.com,,,,,
Lead.009,Bhatnagar,Gayatri,Type Setter,ATT Technologies,"Mahatma Gandhi Marg, South Extention Part 2",New Delhi,,110049,India,(011) 24552555,9162862821,(011) 23465466,gayatrib@atttechnologies.com,http://www.atttechnologies.com,,,,,
Lead.013,Deshpande,Amit,Chairman of the Board Chief Executive Officer,Empire Steel Mfg Co,Park Street,Kolkata,,700016,India,(033) 24541666,9107832753,(033) 25651616,adeshpande@empiresteelmfgco.com,http://www.empiresteelmfgco.com,,,,,
Lead.003,Rathore,Nikhil,President CEO,Glacier Wholesalers Ltd.,"City Centre Mall, Banjara Hills",Hyderabad,,500034,India,(040) 25656177,9157257262,(040) 25625622,nrathore@glacierwholesalersinc.net,http://www.glacierwholesalersinc.net,,,,,
Lead.006,Saxena,Gagan,CFO,StorSafe,Sector 29,Noida,,201301,India,(0120) 4526572,9108285723,(0120) 4452462,gsaxena@gmail.com,http://www.storsafe.net,,,,,
Lead.014,Nischol,Shyam,Chief Information Officer,TT Systems,"Mohandev, Tolstoy Marg",New Delhi,,110003,India,(011) 25625626,8219268628,(011) 24514511,snischol@yahoo.co.in,http://www.ttsystems.com,,,,,
Lead.002,Singh,Deepa,VP Consulting,Clarity,"City Centre Mall, Banjara Hills",Hyderabad,,500034,India,(040) 25615617,9178179811,(040) 25612561,deepas@yahoo.com,http://www.clarity.net,,,,,
Lead.015,Singh,Raman,Account Executive,Snapit Ltd.,Sector 127,Noida,,201301,India,(0120) 2454256,9018916826,(0120) 4214615,ramans!@gmail.com,http://www.snapit.com,,,,,
Campaign,NAME,DESCRIPTION,CAMPAIGN_TACTIC__C,,,,,,,,,,,,,,,,
Campaign.001,Tradeshow - Sponsor Booth - Q2,,,,,,,,,,,,,,,,,,
Campaign.002,3rd Party Banners - New Product Promos,,,,,,,,,,,,,,,,,,
Campaign.003,3rd Party Banners - Add On Promotions,,Webinars,,,,,,,,,,,,,,,,
Campaign.004,Google Adwords - Multiple Keywords,Process Map,,,,,,,,,,,,,,,,,
Campaign.005,Email - New Products Discount Offer,Email piece driving people to register for tour new business process map - simplified URL directs to a landing page  (www.ucigo.com/webinar),Direct Mail,,,,,,,,,,,,,,,,
Opportunity,NAME,DESCRIPTION,NEXTSTEP,,,,,,,,,,,,,,,,
Opportunity.007,Advanced Inc.* - 49K*,Will give end of year incentive to sign,Sign SOW,,,,,,,,,,,,,,,,
Opportunity.008,Advanced Inc.* - 20K,Potential big win for their decision maker,great win for us,,,,,,,,,,,,,,,,
Opportunity.009,Advanced Inc.* - 5K,Great customer and this deal is looking good,prospect's spouse is married to vp at the competitor,,,,,,,,,,,,,,,,
Opportunity.010,Advanced Inc.* - 27K,"Great sales cycle, with our new product this is a great fit","Quote sent out, waiting for response",,,,,,,,,,,,,,,,
Opportunity.002,United Partners* - 47K,Will give end of year incentive to sign,Sales presentation to the C-Levels scheduled next week,,,,,,,,,,,,,,,,
Opportunity.004,Advanced Inc.* - 30K,We really have to show value on this one. The customer is a tough sell with a small budget.,follow up in 6 months to see where they are,,,,,,,,,,,,,,,,
Opportunity.005,Advanced Inc.* - 15K,Will give end of year incentive to sign,calling up the chain,,,,,,,,,,,,,,,,
Opportunity.006,Advanced Inc.* - 8K,This deal is looking good so far.,Where do the decision makers stand?,,,,,,,,,,,,,,,,
Opportunity.001,United Partners* - 68K*,"This is a huge strategic opportunity.  We're starting to gain momentum in this account, and the customer has the potential to be a referral machine for us.",Identifying key decision makers and stakeholders.,,,,,,,,,,,,,,,,
Opportunity.011,Advanced Inc.* - 10K,,,,,,,,,,,,,,,,,,
Opportunity.003,United Partners* - 52K,"This is our first opportunity to establish a relationship with United Partners that we can build on in the coming years.  We are well-positioned to win, but we need to establish our credentials and experience in the industry.",Finalize contracts.,,,,,,,,,,,,,,,,
Case,SUBJECT,DESCRIPTION,,,,,,,,,,,,,,,,,
Case.001,Difficulty upgrading Server*,My Server configuration is broken. Justy did an update & upgrade? What should I do?,,,,,,,,,,,,,,,,,
Case.007,Need last statement,My dog ate my last statement. Can you please resend?,,,,,,,,,,,,,,,,,
Case.008,Configuration isn't working,Configuration isn't working. Please help.,,,,,,,,,,,,,,,,,
Case.002,Server up?,I can't access it. What's going on?,,,,,,,,,,,,,,,,,
Case.003,What are your support hours?,Can I call on Saturdays?,,,,,,,,,,,,,,,,,
Case.009,Where's my password stored?,Any ideas would be appreciated.,,,,,,,,,,,,,,,,,
Case.010,Having trouble upgrading to the latest version,My screen freezes whenever I try to upgrade. What do you recommend?,,,,,,,,,,,,,,,,,
Case.004,How much do I owe on my bill?,I can't find my last billing statement and am unsure how much my bill should be this month.,,,,,,,,,,,,,,,,,
Case.011,Current Balance,Unsure how much I owe this month.,,,,,,,,,,,,,,,,,
Case.012,Question about my last statement,Last statement question.,,,,,,,,,,,,,,,,,
Case.005,Issue resetting my password*,Having trouble resetting my password. I logged out and can't remember my password.,,,,,,,,,,,,,,,,,
Case.006,Can't find test report,,,,,,,,,,,,,,,,,,
Case.013,Wireless router not broadcasting.,Wireless router not broadcasting. No one hears my screams...,,,,,,,,,,,,,,,,,
Product2,NAME,PRODUCTCODE,DESCRIPTION,,,,,,,,,,,,,,,,
Product2.001,Wireless Router,S100,The standard product is designed to bring business value to small and medium size business.,,,,,,,,,,,,,,,,
Product2.002,Delta Product,D200,The Delta Product adds value through the automated widget builder enhancement to the standard product functionality.,,,,,,,,,,,,,,,,
Product2.003,Business Consulting,12M-BC,"This is a 12 month consulting package for business consulting based on a standard consulting rate of $1,800 per day.  To edit, drill into the revenue and quantity schedule once it has been associated to the opportunity.",,,,,,,,,,,,,,,,
Product2.004,Technical Services,Tech-12 Month,"This is a 12 month consulting package for technical consulting based on a standard consulting rate of $2,200 per day.  Please confirm with professional services that all of the business process review is complete before consulting the tech team.",,,,,,,,,,,,,,,,
Product2.005,Alpha Product,S110,This Alpha Product (S110) is an add-on to the standard product (S100).  Install verification worksheets must conincide with contracts for the S100 product before Alpha product is sold.,,,,,,,,,,,,,,,,
Asset,NAME,SERIALNUMBER,DESCRIPTION,,,,,,,,,,,,,,,,
Asset.001,Alpha Product,129290t5,,,,,,,,,,,,,,,,,
Asset.002,Delta Product,24637788,,,,,,,,,,,,,,,,,
Asset.003,Wireless Router,1203985,,,,,,,,,,,,,,,,,
Asset.004,Alpha Product,1203990,,,,,,,,,,,,,,,,,
Asset.005,Delta Product,1203991,,,,,,,,,,,,,,,,,
Asset.006,Alpha Product,65764467652,,,,,,,,,,,,,,,,,
Task,SUBJECT,DESCRIPTION,,,,,,,,,,,,,,,,,
Task.003,Review Marketing Strategy,,,,,,,,,,,,,,,,,,
Task.004,Discovery call,,,,,,,,,,,,,,,,,,
Task.007,Connect,,,,,,,,,,,,,,,,,,
Task.017,Send new pricing,,,,,,,,,,,,,,,,,,
Task.016,Call for update,,,,,,,,,,,,,,,,,,
Task.015,Send Thank You,,,,,,,,,,,,,,,,,,
Task.014,Left voicemail,,,,,,,,,,,,,,,,,,
Task.019,Discovery notes,,,,,,,,,,,,,,,,,,
Task.011,Follow up on status,,,,,,,,,,,,,,,,,,
Task.013,Follow up to my message,,,,,,,,,,,,,,,,,,
Task.018,Connect,,,,,,,,,,,,,,,,,,
Task.001,Manager deal update,,,,,,,,,,,,,,,,,,
Task.002,Send new pricing,,,,,,,,,,,,,,,,,,
Task.006,Email: Proposed Solution for Case: 00001192,"Additional To: lb@up.com
CC: 
BCC: 
Attachment: 

Subject: Proposed Solution for Case: 00001192    [ ref:00D37EfQ.50034EiR7:ref ]
Body:
Dear Lauren Boyle,
In response to your recent case please review the proposed solution to your problem.  If you have any additional issues or this does not fix your problem, please call or access our self-service portal.
Solution Description:
Support hours are:

Mon 9AM EST - Fri 5PM EST
Sat - Closed
Sun - Closed

We open at 9AM Monday and are available 24 hrs/day until 5PM Friday. Saturday and Sunday we are closed.


Thank you,
Adam User
Universal Containers
 
------ Your Question / Comment ------
Your Original Case Description:
Can I call on Saturdays?

 

ref:00D37EfQ.50034EiR7:ref",,,,,,,,,,,,,,,,,
Task.005,Send new statement,,,,,,,,,,,,,,,,,,
Task.012,Review Case,,,,,,,,,,,,,,,,,,
Task.008,Complete Assessment,Complete Assessment Document,,,,,,,,,,,,,,,,,
Task.009,Email: Quote,"Additional To: lb@mailinator.com; jmendezona@salesforce.com
CC: 
BCC: 
Attachment: Quote 3_V2.pdf

Subject: Quote
Body:",,,,,,,,,,,,,,,,,
Event,SUBJECT,LOCATION,DESCRIPTION,,,,,,,,,,,,,,,,
Event.002,Meeting with Decision Makers,Aloha Conference Room,,,,,,,,,,,,,,,,,
Event.001,Deal Review,Hawaii Conference Room,,,,,,,,,,,,,,,,,
Event.003,Investigate Open Case,,,,,,,,,,,,,,,,,,
Solution,SOLUTIONNAME,SOLUTIONNOTE,SOLUTIONLANGUAGE,KEYWORDS__C,INTERNAL_NOTES__C,,,,,,,,,,,,,,
Solution.001,How do I change or reset my password?*,"If you are logged in, click the logout button to get to the login page.<br><br>
<ol><li>Below the submit button, click the link called &quot;Forgot my password.&quot; 
</li><li>You should receive a new password to the email you used when you first got your account.<br>
</li><li>Upon first login, you will be prompted for a new password.</li></ol><img alt="""" src=""/servlet/servlet.ImageServer?id=01530000000Oo6K&amp;oid=00D300000007EfQ"" border=""0""></img><br>",en_US,"password, reset, login","Team - 20% of incoming calls are for password reset.
Please advise your cusotmers that now Cusotmer Portal has a link ""Forgot your password?"".
Thank you Salesforce for automating this process.",,,,,,,,,,,,,,
Solution.002,Server Reset Prior to Upgrade,"<span style=""font-family: Geneva,Arial,Sans-Serif; "">To restart the server you want to:</span><br style=""font-family: Geneva,Arial,Sans-Serif; ""><ol style=""font-family: Geneva,Arial,Sans-Serif; ""><li>Make sure you close out all open applications</li><li>Power down the server using the shut down menu</li><li>Unplug the power cable and wait 30 seconds.</li><li>Plug it back in and turn it on.</li><li>Put in your <span style=""font-weight: bold; "">username </span>and <span style=""font-weight: bold; "">pa</span><span style=""font-weight: bold; "">ssword </span>at the prompt.<img align=""left"" alt="""" src=""/servlet/servlet.ImageServer?id=01530000000edT4&amp;oid=00D300000007EfQ"" border=""0""></img><br></li></ol><div style=""text-align: left; ""><br style=""font-family: Geneva,Arial,Sans-Serif; ""><span style=""font-family: Geneva,Arial,Sans-Serif; ""></span><br><span style=""font-family: Geneva,Arial,Sans-Serif; "">
</span><br><span style=""font-family: Geneva,Arial,Sans-Serif; "">
<br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br>You can also view the Microsoft server knowledge base article here: </span><a style=""font-family: Geneva,Arial,Sans-Serif; "" href=""http://www.microsoft.com/"" target=""_blank"">http://www.microsoft.com</a><br></div><a style=""font-family: Geneva,Arial,Sans-Serif; "" href=""http://www.microsoft.com"" target=""_blank""></a>",en_US,"server, connection, reset, upgrade",,,,,,,,,,,,,,,
Solution.003,Billing Statement Policies & FAQ,"<ul><li>For your balance, please call our hotline 1-800-555-1212. Press 1 for Balance check.</li><li>We only handle Net 30 transactions</li><li>If you cannot afford to pay your bill, please call our hotline 1-800-555-1212</li><li>Send all of your statements to our headquarters address and make the check out to the finance department. The address is available on our company web site</li></ul>",en_US,"billing, statement, question, policy, policies, balance",,,,,,,,,,,,,,,
