PAccount.013,Ursula,Winkler,Breitenstrasse 134,Basel,Basel,4094,Schweiz,Breitenstrasse 134,Basel,Basel,4094,Schweiz,041 897 19 41,041 897 19 41,,,,,
PAccount.012,Hans,Weber,Breitenstrasse 89,Basel,Basel,4078,Schweiz,Breitenstrasse 89,Basel,Basel,4078,Schweiz,041 304 71 83,041 304 71 83,,,,,
PAccount.014,Karl,Fuchs,Erlenweg 37,Bern,Bern,3010,Schweiz,Erlenweg 37,Bern,Bern,3010,Schweiz,081 582 37 67,081 582 37 67,,,,,
PAccount.015,Marianne,Mayr,Erlenweg 70,Bern,Bern,3010,Schweiz,Erlenweg 70,Bern,Bern,3010,Schweiz,081 404 49 19,081 404 49 19,,,,,
PAccount.016,Egon,Niedermayer,Strickstrasse 66,Zürich,Zürich,8026,Schweiz,Strickstrasse 66,Zürich,Zürich,8026,Schweiz,027 929 80 13,027 929 80 13,,,,,
PAccount.017,Richard,Egger,Brunnacherstrasse 78,Zürich,Zürich,8068,Schweiz,Brunnacherstrasse 78,Zürich,Zürich,8068,Schweiz,033 500 83 56,033 500 83 56,,,,,
PAccount.018,Bernd,Schmidt,Brunnacherstrasse 138,Zürich,Zürich,8032,Schweiz,Brunnacherstrasse 138,Zürich,Zürich,8032,Schweiz,081 312 67 58,081 312 67 58,,,,,
PAccount.019,Tobias,Wimmer,Strickstrasse 123,Zürich,Zürich,8020,Schweiz,Strickstrasse 123,Zürich,Zürich,8020,Schweiz,071 817 36 27,071 817 36 27,,,,,
PAccount.020,Heiko,Wieser,Lungolago 25,Tannemoos,Tannemoos,5728,Schweiz,Lungolago 25,Tannemoos,Tannemoos,5728,Schweiz,081 931 86 68,081 931 86 68,,,,,
PAccount.021,Petra,Stacher,Lungolago 90,Tegna,Tegna,6652,Schweiz,Lungolago 90,Tegna,Tegna,6652,Schweiz,026 848 18 90,026 848 18 90,,,,,
PAccount.022,Louise,Stadtler,Lungolago 58,Tesserete,Tesserete,6950,Schweiz,Lungolago 58,Tesserete,Tesserete,6950,Schweiz,041 870 42 20,041 870 42 20,,,,,
PAccount.023,Angela,Holzer,Wolfensbergstrasse 42,Ringlikon,Ringlikon,8142,Schweiz,Wolfensbergstrasse 42,Ringlikon,Ringlikon,8142,Schweiz,024 615 64 16,024 615 64 16,,,,,
PAccount.024,Christian,Lehner,Wolfensbergstrasse 52,Ringlikon,Ringlikon,8142,Schweiz,Wolfensbergstrasse 52,Ringlikon,Ringlikon,8142,Schweiz,091 384 15 99,091 384 15 99,,,,,
Contact,LASTNAME,FIRSTNAME,OTHERSTREET,OTHERCITY,OTHERSTATE,OTHERPOSTALCODE,OTHERCOUNTRY,MAILINGSTREET,MAILINGCITY,MAILINGSTATE,MAILINGPOSTALCODE,MAILINGCOUNTRY,PHONE,FAX,MOBILEPHONE,ASSISTANTPHONE,EMAIL,TITLE,DEPARTMENT
Contact.004,Lechner,Alois,Breitenstrasse 62,Basel,Basel,4075,Schweiz,Breitenstrasse 62,Basel,Basel,4075,Schweiz,081 843 98 18,081 843 98 18,044 394 92 36,,a.lechner@mailinator.com,Präsident und CEO,C-Level
Contact.001,Haas,Daniel,Breitenstrasse 21,Basel,Basel,4096,Schweiz,Breitenstrasse 21,Basel,Basel,4096,Schweiz,091 260 28 73,091 260 28 73,044 220 42 55,,daniel.haas@mailinator.com,"SVP, Technologie",Betrieb
Contact.009,Wieser,Ulricke,Breitenstrasse 41,Basel,Basel,4084,Schweiz,Breitenstrasse 41,Basel,Basel,4084,Schweiz,071 771 23 88,071 771 23 88,031 852 84 21,,uwieser@mailinator.com,SVP Marketing,Marketing
Contact.010,Strasser,Stefanie,Erlenweg 57,Bern,Bern,3040,Schweiz,Erlenweg 57,Bern,Bern,3040,Schweiz,027 506 64 84,027 506 64 84,031 627 90 49,,s.strasser@mailinator.com,EVP Business Development,Business Development
Contact.011,Haider,Melanie,Erlenweg 31,Bern,Bern,3002,Schweiz,Erlenweg 31,Bern,Bern,3002,Schweiz,062 829 63 72,062 829 63 72,031 495 47 83,,melanie.haider@mailinator.com,Chief Information Officer,C-Level
Contact.012,Weiss,Horst,Kopfhölzistrasse 120,Laupen,Laupen,8637,Schweiz,Kopfhölzistrasse 120,Laupen,Laupen,8637,Schweiz,035 588 75 19,035 588 75 19,031 481 69 22,,horst.weiss@mailinator.com,Chief Executive Officer,C-Level
Contact.013,Waffenschmidt,Ralf,Kopfhölzistrasse 145,Lauperswil,Lauperswil,3438,Schweiz,Kopfhölzistrasse 145,Lauperswil,Lauperswil,3438,Schweiz,044 383 12 50,044 383 12 50,062 678 26 36,,waffi@mailinator.com,Marketing Manager,Marketing
Contact.014,Koller,Paul,Kopfhölzistrasse 8,Lausanne,Lausanne,1018,Schweiz,Kopfhölzistrasse 8,Lausanne,Lausanne,1018,Schweiz,021 894 95 19,021 894 95 19,041 808 75 91,,p.koller@mailinator.com,Einkauf,Betrieb
Contact.005,Riegler,Bettina,Auerstrasse 121,Luzern,Luzern,6007,Schweiz,Auerstrasse 121,Luzern,Luzern,6007,Schweiz,049 887 56 63,049 887 56 63,032 290 55 15,,briegler@mailinator.com,Account Executive,Vertrieb
Contact.015,Stachl,Dorothea,Auerstrasse 113,Madiswil,Madiswil,4934,Schweiz,Auerstrasse 113,Madiswil,Madiswil,4934,Schweiz,044 652 67 87,044 652 67 87,091 502 31 87,,doro.stachl@mailinator.com,Finanzdirektor,Finanzen
Contact.008,Oberkofler,Günther,Auerstrasse 12,Madrano,Madrano,6780,Schweiz,Auerstrasse 12,Madrano,Madrano,6780,Schweiz,062 983 24 77,062 983 24 77,032 573 33 61,,goberkofler@mailinator.com,CFO,C-Level
Contact.002,Peters,Rolf,Auerstrasse 84,Maischhausen,Maischhausen,8357,Schweiz,Auerstrasse 84,Maischhausen,Maischhausen,8357,Schweiz,091 655 28 84,091 655 28 84,032 200 93 92,,rolf.peters@mailinator.com,Projektleiter,Marketing
Contact.003,Winter,Maik,Brunnacherstrasse 150,Zürich,Zürich,8051,Schweiz,Brunnacherstrasse 150,Zürich,Zürich,8051,Schweiz,027 386 63 23,027 386 63 23,032 505 93 37,,maik.winter@mailinator.com,"Vertriebsdirektor, Mitglied der Geschäftsführung",Betrieb
Contact.016,Binder,Maximilian,Brunnacherstrasse 131,Zürich,Zürich,8039,Schweiz,Brunnacherstrasse 131,Zürich,Zürich,8039,Schweiz,055 297 24 37,055 297 24 37,034 306 51 38,,maxbinder@mailinator.com,HR Direktor,Personalwesen
Contact.017,Bucher,Karolin,Via Pestariso 130,St. Gallen,St. Gallen,9007,Schweiz,Via Pestariso 130,St. Gallen,St. Gallen,9007,Schweiz,081 951 50 69,081 951 50 69,021 587 11 70,,karo.bucher@mailinator.com,Assistent (in),Betrieb
Contact.006,Graf,Carola,Via Pestariso 141,St. Gallen,St. Gallen,9016,Schweiz,Via Pestariso 141,St. Gallen,St. Gallen,9016,Schweiz,032 247 30 64,032 247 30 64,061 528 31 71,,cgraf@mailinator.com,"Betriebsleiter, Mitglied der Geschäftsführung",
Lead,LASTNAME,FIRSTNAME,TITLE,COMPANY,STREET,CITY,STATE,POSTALCODE,COUNTRY,PHONE,MOBILEPHONE,FAX,EMAIL,WEBSITE,,,,,
Lead.007,Meier,Nadine,Vertriebsleiter,Hofer GmbH & Co. KG,Breitenstrasse 52,Basel,Basel,4007,Schweiz,032 680 65 99,061 309 14 66,032 680 65 99,nadine.meier@mailinator.com,www.hofer.at,,,,,
Lead.011,Müller,Nina,Leiterin Einkauf,Markwart AG,Wiesenstrasse 89,Basel,Basel,4023,Schweiz,031 738 44 83,061 712 78 47,031 738 44 83,nina.mueller@mailinator.com,www.markwart.at,,,,,
Lead.001,Unterkofler,Harald,IT-Administrator,Maschinenbau Meiser GmbH,Obere Bahnhofstrasse 32,Bassins,Bassins,1269,Schweiz,031 935 95 87,061 792 44 95,031 935 95 87,h.unterkofler@mailinator.com,www.maschinenbau-meiser.at,,,,,
Lead.005,Riese,Dieter,Geschäftsführer,Automotive Weiser GmbH,Erlenweg 60,Berg,Berg,3185,Schweiz,062 793 84 72,061 975 44 92,062 793 84 72,dieter.riese@mailinator.com,www.automotive-weiser.at,,,,,
Lead.012,Meise,Sabine,CFO,Spedition Schulz GmbH,Erlenweg 18,Beringen,Beringen,8222,Schweiz,091 577 80 70,061 300 62 62,091 577 80 70,s.meise@mailinator.com,www.spedition-schulz.at,,,,,
Lead.010,Herold,Natascha,Controller,Aichle Media GmbH,Erlenweg 65,Beringen,Beringen,8222,Schweiz,044 278 45 70,022 790 28 66,044 278 45 70,n.herold@mailinator.com,www.aichle-media.at,,,,,
Lead.008,Graf,Björn,Einkäufer,Bäckerei Schlupp,Kornquaderweg 32,Rickenbach,Rickenbach,4462,Schweiz,061 505 59 66,024 994 80 61,061 505 59 66,b.graf@mailinator.com,www.backshop-schlupp.at,,,,,
Lead.004,Schmidt,Natalie,Sekretärin,Gerätebau Gries GmbH,Kornquaderweg 51,Rickenbach,Rickenbach,4613,Schweiz,061 366 26 45,044 638 35 25,061 366 26 45,natalie@mailinator.com,www.geraetebau-gries.at,,,,,
Lead.009,Schulz,Kerstin,Geschäftsführerin,Thull GmbH & Co. KG,Strickstrasse 1,Zürich,Zürich,8002,Schweiz,061 805 86 23,022 938 52 98,061 805 86 23,kerstin.schulz@mailinator.com,www.thull.at,,,,,
Lead.013,Bauer,Jan,CIO,Schmitz Transporte GmbH,Strickstrasse 50,Zürich,Zürich,8090,Schweiz,061 338 39 82,091 643 51 31,061 338 39 82,jbauer@mailinator.com,www.schmitz-transporte.com,,,,,
Lead.003,Liebknecht,Rainer,Account Manager,Teichmann Handelsges. mbH,Brunnacherstrasse 6,Zürich,Zürich,8044,Schweiz,061 393 59 71,031 350 64 32,061 393 59 71,r.liebknecht@mailinator.com,www.teichman.at,,,,,
Lead.006,Maurer,Maike,Channel Manager,Merkel Services GmbH,Lützelflühstrasse 109,Willerzell,Willerzell,8846,Schweiz,061 213 21 10,031 295 95 98,061 213 21 10,maikemaurer@mailinator.com,www.merkel-service.at,,,,,
Lead.014,Berndt,Verena,Personalreferentin,The Phone Shop GmbH,Lützelflühstrasse 97,Willigen,Willigen,3860,Schweiz,061 443 18 67,071 656 76 94,061 443 18 67,v.berndt@mailinator.com,www.thephoneshop.at,,,,,
Lead.002,Posnanski,Thomas,Inhaber,Posnanski GmbH,Via Pestariso 16,St. Gallen,St. Gallen,9014,Schweiz,061 527 99 25,061 258 70 26,061 527 99 25,posnanski@mailinator.com,www.posnanski.at,,,,,
Lead.015,Jacobi,Tobias,Inside Sales,Niedermayr AG,Via Stazione 54,Stechelberg,Stechelberg,3824,Schweiz,061 299 33 54,031 411 95 44,061 299 33 54,t.jacobi@mailinator.com,www.niedermayr-ag.at,,,,,
Campaign,NAME,DESCRIPTION,CAMPAIGN_TACTIC__C,,,,,,,,,,,,,,,,
Campaign.001,Tradeshow  Sponsorenstand  Q2,,,,,,,,,,,,,,,,,,
Campaign.002,Bannerwerbung für Drittanbieter  Neue Produktangebote,,,,,,,,,,,,,,,,,,
Campaign.003,Bannerwerbung für Drittanbieter Add-On-Angebote,,Webinare,,,,,,,,,,,,,,,,
Campaign.004,Google Adwords  Mehrere Keywords,Prozesslandkarte,,,,,,,,,,,,,,,,,
Campaign.005,E-Mail  Neue Produkt-Sonderangebote,"E-Mail mit der Aufforderung, sich für eine Tour durch die neue Geschäftsprozess-Landkarte anzumelden; eine vereinfachte URL führt zu einer Zielseite (www.ucigo.com/webinar)",Direktwerbung,,,,,,,,,,,,,,,,
Opportunity,NAME,DESCRIPTION,NEXTSTEP,,,,,,,,,,,,,,,,
Opportunity.007,Grüne IT GmbH*,Bei Unterzeichnung zum Jahresende wird eine Prämie angeboten.,Lastenheft unterzeichnen,,,,,,,,,,,,,,,,
Opportunity.008,Grüne IT GmbH*,Potenzieller grosser Gewinn für ihre Entscheidungsträger,Großer Gewinn für uns,,,,,,,,,,,,,,,,
Opportunity.009,Grüne IT GmbH*,Sehr guter Kunde; gute Prognosen für dieses Geschäft,Ehegatte des potenziellen Kunden ist mit einem Mitglied der Geschäftsführung des Mitbewerbers verheiratet,,,,,,,,,,,,,,,,
Opportunity.010,Grüne IT GmbH*,"Guter Vertriebszyklus, passt genau zu unseren neuen Produkten","Angebot übermittelt, Antwort noch ausstehend",,,,,,,,,,,,,,,,
Opportunity.002,Bücherwurm AG* - 47K,Bei Unterzeichnung zum Jahresende wird eine Prämie geboten.,Vertriebspräsentation für C-Level-Mitarbeiter für nächste Woche geplant,,,,,,,,,,,,,,,,
Opportunity.004,Grüne IT GmbH*,Wir müssen hier wirklich den Mehrwert nachweisen. Der Kunde ist ein zäher Verhandlungspartner und verfügt über ein geringes Budget,"Folgekontakt in 6 Monaten, um den neuen Stand der Dinge zu erfahren",,,,,,,,,,,,,,,,
Opportunity.005,Grüne IT GmbH*,Bei Unterzeichnung zum Jahresende wird eine Prämie geboten.,Führungsebene miteinbeziehen,,,,,,,,,,,,,,,,
Opportunity.006,Grüne IT GmbH*,Dieses Geschäft läuft bisher gut.,Was denken die Entscheidungsträger?,,,,,,,,,,,,,,,,
Opportunity.001,Bücherwurm AG* - 68K*,"Hier bietet sich uns eine enorme strategische Möglichkeit.  Die Beziehungen zu diesem Account gewinnen an Dynamik. Der Kunde hat das Potenzial, für uns als ""Motor für Kundenempfehlungen"" zu agieren.",Ermittlung wichtiger Entscheidungsträger und Akteure.,,,,,,,,,,,,,,,,
Opportunity.011,Grüne IT GmbH*,,,,,,,,,,,,,,,,,,
Opportunity.003,Bücherwurm AG* - 52K,"Hier bietet sich erstmalig die Gelegenheit, Beziehungen mit United Partners zu knüpfen, auf denen wir in den kommenden Jahren aufbauen können.  Wir haben gute Aussichten zu gewinnen, wir müssen jedoch Qualifikationsnachweise und Erfahrung in der Branche ausbauen.",Verträge ausarbeiten,,,,,,,,,,,,,,,,
Case,SUBJECT,DESCRIPTION,,,,,,,,,,,,,,,,,
Case.001,Probleme beim Server-Upgrade*,Meine Serverkonfiguration funktioniert nicht mehr. Gerade ein Update und Upgrade durchgeführt? Was muss ich tun?,,,,,,,,,,,,,,,,,
Case.007,Letzten Kontoauszug anfordern,Ich kann meinen letzten Kontoauszug nicht finden. Bitte senden Sie mir den Kontoauszug erneut zu.,,,,,,,,,,,,,,,,,
Case.008,Konfiguration funktioniert nicht,Konfiguration funktioniert nicht Bitte um Unterstützung.,,,,,,,,,,,,,,,,,
Case.002,Ist der Server zusammengebrochen?,Ich habe keinen Zugriff auf den Server. Was ist los?,,,,,,,,,,,,,,,,,
Case.003,Zu welchen Zeiten kann ich den Support erreichen?,Kann ich auch Samstags anrufen?,,,,,,,,,,,,,,,,,
Case.009,Wo ist mein Kennwort gespeichert?,Bin für jeden Hinweis dankbar.,,,,,,,,,,,,,,,,,
Case.010,Probleme beim Upgrade auf die neueste Version,"Mein Bildschirm bleibt hängen, sobald ich das Upgrade durchführen möchte. Wie soll ich vorgehen?",,,,,,,,,,,,,,,,,
Case.004,Wie hoch ist meine Rechnung?,"Ich kann meine letzte Abrechnung nicht finden und weiß nicht, wie hoch die Rechnung für diesen Monat ist.",,,,,,,,,,,,,,,,,
Case.011,Aktueller Kontostand,"Ich weiß nicht, wie hoch die Rechnung für diesen Monat ist.",,,,,,,,,,,,,,,,,
Case.012,Frage zu meinem letzten Kontoauszug,Frage zum letzten Kontoauszug.,,,,,,,,,,,,,,,,,
Case.005,Probleme beim Zurücksetzen meines Kennworts*,Ich habe Probleme beim Zurücksetzen meines Kennworts. Ich bin abgemeldet und habe mein Kennwort vergessen.,,,,,,,,,,,,,,,,,
Case.006,Testbericht nicht gefunden,,,,,,,,,,,,,,,,,,
Case.013,Keine Broadcast-Nachrichten vom Wireless-Router,Keine Broadcast-Nachrichten vom Wireless-Router Hört mich jemand?,,,,,,,,,,,,,,,,,
Product2,NAME,PRODUCTCODE,DESCRIPTION,,,,,,,,,,,,,,,,
Product2.001,Wireless-Router,S100,"Das Standardprodukt wurde entwickelt, um kleinen und mittelständischen Unternehmen Geschäftswert zu bieten.",,,,,,,,,,,,,,,,
Product2.002,Delta-Produkt,D200,Durch den verbesserten automatisierten Widget-Builder bringt das Delta-Produkt neuen Wert.,,,,,,,,,,,,,,,,
Product2.003,Unternehmensberatung,12M-BC,"Ein 12-monatiges Beratungspaket für Unternehmen, basierend auf dem Standardberatungshonorar von $1.800 pro Tag.  Zur Überarbeitung und eindringlichen Prüfung des Umsatz- und Mengenplans, sobald dieser mit der Opportunity verknüpft wurde.",,,,,,,,,,,,,,,,
Product2.004,Technische Services,Tech-12 Month,"Ein 12-monatiges Beratungspaket für Unternehmen, basierend auf dem Standardberatungshonorar von $2.200 pro Tag.  Bitte überprüfen Sie zusammen mit den Professional-Services, ob die Analyse Ihrer Geschäftprozesse vollständig ist, bevor Sie sich an das technische Team wenden.",,,,,,,,,,,,,,,,
Product2.005,Alpha-Produkt,S110,"Dieses Alpha-Produkt (S110) ist ein Add-On für das Standardprodukt (S100).  Das Alpha-Produkt kann nur verkauft werden, wenn die Arbeitsblätter zur Installationsprüfung mit den Verträgen für das S100-Produkt übereinstimmen.",,,,,,,,,,,,,,,,
Asset,NAME,SERIALNUMBER,DESCRIPTION,,,,,,,,,,,,,,,,
Asset.001,Alpha-Produkt,129290t5,,,,,,,,,,,,,,,,,
Asset.002,Delta-Produkt,24637788,,,,,,,,,,,,,,,,,
Asset.003,Wireless-Router,1203985,,,,,,,,,,,,,,,,,
Asset.004,Alpha-Produkt,1203990,,,,,,,,,,,,,,,,,
Asset.005,Delta-Produkt,1203991,,,,,,,,,,,,,,,,,
Asset.006,Alpha-Produkt,65764467652,,,,,,,,,,,,,,,,,
Task,SUBJECT,DESCRIPTION,,,,,,,,,,,,,,,,,
Task.003,Prüfung der Marketing-Strategie,,,,,,,,,,,,,,,,,,
Task.004,Discovery-Anruf,,,,,,,,,,,,,,,,,,
Task.007,Verbinden,,,,,,,,,,,,,,,,,,
Task.017,Neue Preise senden,,,,,,,,,,,,,,,,,,
Task.016,Update anfordern,,,,,,,,,,,,,,,,,,
Task.015,Dankesschreiben senden,,,,,,,,,,,,,,,,,,
Task.014,Nachricht hinterlassen,,,,,,,,,,,,,,,,,,
Task.019,Discovery-Notizen,,,,,,,,,,,,,,,,,,
Task.011,Status nachverfolgen,,,,,,,,,,,,,,,,,,
Task.013,Meine Nachricht nachverfolgen,,,,,,,,,,,,,,,,,,
Task.018,Verbinden,,,,,,,,,,,,,,,,,,
Task.001,Aktualisierung des Managergeschäfts,,,,,,,,,,,,,,,,,,
Task.002,Neue Preise senden,,,,,,,,,,,,,,,,,,
Task.006,E-Mail: Vorgeschlagene Lösung für Kundenvorgang: 00001192,"Zweiter Empfänger: lb@up.com, Cc
BCC:
Anhang:
Betreff: Vorgeschlagene Lösung für Kundenvorgang: 00001192    [ ref:00D37EfQ.50034EiR7:ref ]
Text:
Sehr geehrte Laura Becker
in Beantwortung Ihrer aktuellen Anfrage sehen Sie bitte anbei unsere vorgeschlagene Lösung für Ihr Problem.  Wenn das Problem weiterhin besteht oder andere Probleme auftreten        rufen Sie unser Selbstbedienungsportal an oder besuchen Sie die Website des Portals.
Beschreibung der Lösung:
Öffnungszeiten Kundendienst:
Montag 9:00 Uhr (EST) - Freitag 17:00 Uhr (EST)
Samstags geschlossen
Sonntags geschlossen
Wir öffnen am Montag um 9:00 Uhr und stehen 24 Stunden pro Tag bis Freitag 17:00 Uhr zur Verfügung. Samstags und sonntags geschlossen.
Vielen Dank!
Benutzer:
Universal-Container
------ Ihre Frage / Ihr Kommentar ------
Ihre Beschreibung des Falls:
Kann ich auch samstags anrufen?
ref:00D37EfQ.50034EiR7:ref""

",,,,,,,,,,,,,,,,,
Task.005,Neuen Kontoauszug schicken,,,,,,,,,,,,,,,,,,
Task.012,Kundenvorgang prüfen,,,,,,,,,,,,,,,,,,
Task.008,Bewertung durchführen,Bewertungsdokument ausfüllen,,,,,,,,,,,,,,,,,
Task.009,E-Mail: Angebot,"Weitere Empfänger: lb@mailinator.de; jmendezona@salesforce.com, Cc

BCC:

Anhang: Angebot 3_V2.pdf



Betreff: Angebot

Text:""

",,,,,,,,,,,,,,,,,
Event,SUBJECT,LOCATION,DESCRIPTION,,,,,,,,,,,,,,,,
Event.002,Besprechung mit den Entscheidungsträgern,Aloha-Konferenzraum,,,,,,,,,,,,,,,,,
Event.001,Nachbesprechung des Geschäfts,Hawaii-Konferenzraum,,,,,,,,,,,,,,,,,
Event.003,Untersuchung offener Fälle,,,,,,,,,,,,,,,,,,
Solution,SOLUTIONNAME,SOLUTIONNOTE,SOLUTIONLANGUAGE,KEYWORDS__C,INTERNAL_NOTES__C,,,,,,,,,,,,,,
Solution.001,Wie ändere oder setze ich mein Kennwort zurück?*,"Wenn Sie angemeldet sind, klicken Sie auf die Schaltfläche ""Abmelden"", um zur Anmeldeseite zu gelangen.<br><br>",en_US,,,,,,,,,,,,,,,,
Solution.002,Server-Reset vor Upgrade,"<span style=""font-family: Geneva,Arial,Sans-Serif; "">So starten Sie den gewünschten Server neu</span><br style=""font-family: Geneva,Arial,Sans-Serif; ""><ol style=""font-family: Geneva,Arial,Sans-Serif; ""><li>Schließen Sie alle geöffneten Anwendungen.</li><li>Fahren Sie den Server über das Menü zum Herunterfahren herunter.</li><li>Ziehen Sie das Stromkabel und warten Sie 30 Sekunden.</li><li>Verbinden Sie das Stromkabel erneut und schalten Sie den Server ein.</li><li>Geben Sie bei Aufforderung Ihren <span style=""font-weight: bold; "">Benutzernamen </span>und Ihr <span style=""font-weight: bold; "">Ke</span><span style=""font-weight: bold; "">nnwort </span>ein.<img align=""left"" alt="""" src=""/servlet/servlet.ImageServer?id=01530000000edT4&amp;oid=00D300000007EfQ"" border=""0""></img><br></li></ol><div style=""text-align: left; ""><br style=""font-family: Geneva,Arial,Sans-Serif; ""><span style=""font-family: Geneva,Arial,Sans-Serif; ""></span><br><span style=""font-family: Geneva,Arial,Sans-Serif; "">",en_US,,,,,,,,,,,,,,,,
Solution.003,Kontoauszug für Abrechnungen  Richtlinien und FAQ,"<ul><li>Um Ihren Kontostand zu erfahren, rufen Sie unsere Hotline an: 800 555 1212. Drücken Sie ""1"", um den Kontostand abzufragen.</li><li>Wir verarbeiten nur Net 30-Transaktionen.</li><li>Wenn Sie Ihre Rechnung nicht begleichen können, rufen Sie unsere Hotline an: 800 555 1212</li><li>Senden Sie alle Kontoauszüge an die Adresse unseres Hauptsitzes und führen Sie den Checkout für die Finanzabteil und durch. Die Adresse ist auf unserer Unternehmens-Website angegeben.</li></ul>",en_US,"Abrechnung, Kontoauszug, Frage, Richtlinie, Richtlinien, Kontostand",,,,,,,,,,,,,,,
