PAccount.022,Stephane,Lesieur,9 Avenue Elisée Reclus,Paris,,75007,France,9 Avenue Elisée Reclus,Paris,,75007,France,1476734515,1476734515,,,,,
PAccount.023,Benjamin,Jeune,11 Rue Cambronne,Paris,,75015,France,11 Rue Cambronne,Paris,,75015,France,1384913623,1384913623,,,,,
PAccount.024,Nicole,Grace,115-117 Rue de Vaugirard,Paris,,75015,France,115-117 Rue de Vaugirard,Paris,,75015,France,1293092731,1293092731,,,,,
Contact,LASTNAME,FIRSTNAME,OTHERSTREET,OTHERCITY,OTHERSTATE,OTHERPOSTALCODE,OTHERCOUNTRY,MAILINGSTREET,MAILINGCITY,MAILINGSTATE,MAILINGPOSTALCODE,MAILINGCOUNTRY,PHONE,FAX,MOBILEPHONE,ASSISTANTPHONE,EMAIL,TITLE,DEPARTMENT
Contact.004,Richard,Nicolas,101 Boulevard Raspail,Paris,,75008,France,101 Boulevard Raspail,Paris,,75008,France,4563217896,4563217896,6549871234,261548963,bhodges@mailinator.com,Président Directeur Génral,C-Level
Contact.001,Boile*,Laura,1 Passage Ruelle,Paris,,75018,France,1 Passage Ruelle,Paris,,75018,France,2145876325,3214789632,9877411236,495067602.3,lboyle@mailinator.com,Directeur des technologies,Operations
Contact.009,Leriche,Patrick,29 Rue de Chabrol,Paris,,75010,France,29 Rue de Chabrol,Paris,,75010,France,125635874,1236987415,3213215649,1236547896,seanmurphy@mailinator.com,Directeur Marketing,Marketing
Contact.010,Curran,Stephanie,5-7 Rue du Périgord,Toulouse,,31000,France,5-7 Rue du Périgord,Toulouse,,31000,France,236987410,1245789865,7899874563,9512789425,stephaniecurran@mailinator.com,Président du dévelopement activités,Business Development
Contact.011,Humphry,Steve,3 Avenue Jean Dagnaux,Toulouse,,3120,France,3 Avenue Jean Dagnaux,Toulouse,,3120,France,3214569874,1254783256,3214569878,5392390345,stevemcdonald@mailinator.com,Président Directeur Général,C-Level
Contact.012,Metz,marc,3 Rue de Châteaudun,Toulouse,,31000,France,3 Rue de Châteaudun,Toulouse,,31000,France,3256985214,9512789425,261548963,3214569874,markmetz@mailinator.com,Président Directeur Général,C-Level
Contact.013,Lopez,Jenny,51 Rue Roussy,Nîmes,,30000,France,51 Rue Roussy,Nîmes,,30000,France,1935838976,5392390345,495067602.3,3256985214,jennylopez@mailinator.com,Directeur Marketing,Marketing
Contact.014,Grosperrin,Ali,10 Rue Garancière,Paris,,75006,France,10 Rue Garancière,Paris,,75006,France,1844018084,5931722944,1236547896,1935838976,almiller@mailinator.com,Achat,Opérations
Contact.005,Revendeur,Fabien,31 Rue Bonaparte,Paris,,75006,France,31 Rue Bonaparte,Paris,,75006,France,1752197192,6471055543,12124578986,1844018084,treseller@mailinator.com,Chargé d'Affaires,Sales
Contact.015,Berthillier,Jeff,2-4 Quai François Mitterrand,Paris,,75001,France,2-4 Quai François Mitterrand,Paris,,75001,France,1660376300,7010388142,261548963,5392390345,jeffkane@mailinator.com,Directeur comptabilité‚,Finance
Contact.008,Fourbier,Jean-Pierre,37-39 Rue de Turbigo,Paris,,75003,France,37-39 Rue de Turbigo,Paris,,75003,France,1568555407,7549720741,495067602.3,5931722944,seanforbes@mailinator.com,Directeur Financier,C-Level
Contact.002,Royal*,Marc,6-10 Rue de Provence,Paris,,75009,France,6-10 Rue de Provence,Paris,,75009,France,1476734515,8089053340,1236547896,6471055543,mk@mailinator.com,Chef de projet,Marketing
Contact.003,Dambier*,Jean,24-30 Rue des Récollets,Paris,,75010,France,24-30 Rue des Récollets,Paris,,75010,France,1384913623,8628385939,9512789425,7010388142,jd@mailinator.com,Directeur des ventes,Operations
Contact.016,Pereira,Catherine,28 ter Rue Sorbier,Paris,,75020,France,28 ter Rue Sorbier,Paris,,75020,France,1293092731,9167718538,5392390345,1201271839,kathyfitzpatrick@mailinator.com,Directeur des Ressources Humaines,HR
Lead,LASTNAME,FIRSTNAME,TITLE,COMPANY,STREET,CITY,STATE,POSTALCODE,COUNTRY,PHONE,MOBILEPHONE,FAX,EMAIL,WEBSITE,,,,,
Lead.007,Bolivar,Lea,Directeur des Opérations,Signes de Sécurité,12 Rue de Chabrol,Paris,,75010,France,4563217896,4563217896,6549871234,leabolivar@mailinator.com,http://www.safetysignsupplyltd.com,,,,,
Lead.011,Guechi,Soline,Directeur du pôle Conseil,Roibury Colon,57 Rue de Vaugirard,Paris,,75015,France,2145876325,3214789632,9877411236,siobhanhibbard@mailinator.com,http://www.kingsburycolony.net,,,,,
Lead.001,Abelin*,Rose,Directeur du pôle Conseil,l'Univers du Design,12 Rue de Turbigo,Paris,,75003,France,125635874,1236987415,3213215649,rosaabelin@mailinator.com,http://www.universedesign.net,,,,,
Lead.005,Boehme,Debora,Chef des Ventes,Air Controls,3 Rue Picot,Paris,,75016,France,236987410,1245789865,7899874563,debraboehme@mailinator.com,http://www.aircontrolscoinc.net,,,,,
Lead.012,Poirier,Sophie,Epouse,Missoula,123Rue Clapeyron,Paris,,75008,France,3214569874,1254783256,3214569878,quinnpoirier@mailinator.com,http://www.mctincmissoulachildrens.net,,,,,
Lead.010,Yates,Marvin,Directeur  des nouvelles Technologies,Industrie du Nord,16 Rue Garancière,Paris,,75006,France,3256985214,9512789425,261548963,tyrellgunther@mailinator.com,http://www.midwestindustriesinc.com,,,,,
Lead.008,Claude,Alice,Directeur des Opérations,Brands compagnie,28 ter Rue Sorbier,Paris,,75020,France,1935838976,5392390345,495067602.3,benniecaudle@mailinator.com,http://www.interstatebrandscorp.net,,,,,
Lead.004,Lelouche,Jordan,Directeur des Achats,Les Enterprises Lee,13 Passage Ruelle,Paris,,75018,France,1844018084,5931722944,1236547896,jordanamy@mailinator.com,http://www.leeenterprisesinc.net,,,,,
Lead.009,Mande,Janice,Typographe,Pâtes Montana,12 Rue Jacques Bingen,Paris,,75017,France,1752197192,6471055543,12124578986,janicegreenbaum@mailinator.com,http://www.pastamontana.net,,,,,
Lead.013,Mohamedi,Cécile,Membre du conseil du Président directeur Général,Acier Compagnie,15 Rue des Récollets,Paris,,75010,France,1660376300,7010388142,261548963,summershatzer@mailinator.com,http://www.empiresteelmfgco.com,,,,,
Lead.003,Daoudi,Tom,Président Directeur Général,Glacier Monde,2 Rue Primatice,Paris,,75013,France,1568555407,7549720741,495067602.3,timarlint@mailinator.com,http://www.glacierwholesalersinc.net,,,,,
Lead.006,Bohan,Yves,Directeur Financier,Les entrepôts,13 Boulevard Haussmann,Paris,,75009,France,1476734515,8089053340,1236547896,guybohan@mailinator.com,http://www.storsafe.net,,,,,
Lead.014,Medot,Roman,Directeur Informatique,TT Systemes,12 Rue Esquirol,Paris,,75013,France,1384913623,8628385939,9512789425,romantindall@mailinator.com,http://www.ttsystems.com,,,,,
Lead.002,Alonso,Jeremie,Directeur du pôle Conseil,Clarity,28 Rue Berthollet,Paris,,75005,France,1293092731,9167718538,5392390345,jeremiealonso@mailinator.com,http://www.clarity.net,,,,,
Lead.015,Barbaron,Christine,Chargé d'Affaires,ScanSnap,2 Rue Bonaparte,Paris,,75006,France,1201271839,9707051137,5931722944,kirstinwoolum@mailinator.com,http://www.scansnapinc.com,,,,,
Campaign,NAME,DESCRIPTION,CAMPAIGN_TACTIC__C,,,,,,,,,,,,,,,,
Campaign.001,Salon - Sponsor Stand - Q2,,,,,,,,,,,,,,,,,,
Campaign.002,Bannières Web - Promos Nouveau Produits,,,,,,,,,,,,,,,,,,
Campaign.003,3rd Party Banners - Add On Promotions,,Webinars,,,,,,,,,,,,,,,,
Campaign.004,Google Adwords - Mots clés multiple,Campagne Google,,,,,,,,,,,,,,,,,
Campaign.005,Email - Offre Remise sur nouveaux produits,Emailing info et promotion exceptionnelle Nouveaux Produits - Redirection vers notre site marchand,Emailing,,,,,,,,,,,,,,,,
Opportunity,NAME,DESCRIPTION,NEXTSTEP,,,,,,,,,,,,,,,,
Opportunity.007,Perfection SA.* - 49K*,Il attendra les résultats de fin d'année pour signer,Signer SOW,,,,,,,,,,,,,,,,
Opportunity.008,Perfection SA.* - 20K,Victoire potentielle selon le décisionnaire,Grande victoire pour nous.,,,,,,,,,,,,,,,,
Opportunity.009,Perfection SA.* - 5K,Bon client et le deal est en bonne position,L'épouse du prospet est VP chez un concurrent,,,,,,,,,,,,,,,,
Opportunity.010,Perfection SA.* - 27K,Notre produit correspond totalement à leur cycle de vente,"proposition envoyée, en attente de réponse",,,,,,,,,,,,,,,,
Opportunity.002,Alliance Partenaires* - 47K,Il attendra les résultats de fin d'année pour signer,Présentation aux directeurs prévue semaine prochaine.,,,,,,,,,,,,,,,,
Opportunity.004,Perfection SA.* - 30K,Nous devons mettre en avant la valeur de notre produit. Le client est difficile avec un petit budget.,A suivre dans 6 mois pour vérifier leur projet.,,,,,,,,,,,,,,,,
Opportunity.005,Perfection SA.* - 15K,Il attendra les résultats de fin d'année pour signer,Appeler les personnes impliquées,,,,,,,,,,,,,,,,
Opportunity.006,Perfection SA.* - 8K,L'affaire est en bonne voie.,Quelle est la position des décisionnaires?,,,,,,,,,,,,,,,,
Opportunity.001,Alliance Partenaires* - 68K*,C'est une opportunité stratégique. Nous commencons à prendre de l'importance dans ce compte et le client peut être une référence potentielle.,en train d'identifier les décisionnaires + investisseurs,,,,,,,,,,,,,,,,
Opportunity.011,Perfection SA.* - 10K,,,,,,,,,,,,,,,,,,
Opportunity.003,Alliance Partenaires* - 52K,"C'est notre première opportunité pour établir une vrai relation avec United Partners pour les futures années. Nous sommes bien positionnés pour remporter cette affaire , mais nous devons montrer que nous sommes un acteur majeur et experimenté dans leur secteur.",finalisation du contrat.,,,,,,,,,,,,,,,,
Case,SUBJECT,DESCRIPTION,,,,,,,,,,,,,,,,,
Case.001,Difficulté de mise à jour du serveur*,La configuration de mon serveur ne marche pas. Juste fait une mise à jour et mise à niveau. Que dois-je faire ?,,,,,,,,,,,,,,,,,
Case.007,Besoin du dernier relevé,J'ai égaré mon dernier relevé. Pourriez-vous m'en renvoyer un autre?,,,,,,,,,,,,,,,,,
Case.008,La configuration ne marche pas,La configuration ne marche pas. Merci pour votre aide.,,,,,,,,,,,,,,,,,
Case.002,Serveur bloqué,Je n'ai pas d'accès. Que ce passe t-il?,,,,,,,,,,,,,,,,,
Case.003,Quelles sont les heures du Support?,Puis-je l'appeler samedi?,,,,,,,,,,,,,,,,,
Case.009,Où se trouve mon mot de passe?,Toutes les idées sont les bienvenues.,,,,,,,,,,,,,,,,,
Case.010,Problème pour monter en version.,Mon écran se bloque quand j'essaie de faire une montée de version. Que recommendez-vous ?,,,,,,,,,,,,,,,,,
Case.004,Quel est le montant de ma facture,Je n'arrive pas à trouver mon dernier relevé et je ne suis pas sûre du montant que je dois ce moi-ci.,,,,,,,,,,,,,,,,,
Case.011,Balance actuelle,Ne suis pas sûre du montant que je dois payer ce mois-ci.,,,,,,,,,,,,,,,,,
Case.012,Question à propos de mon dernier relevé‚,Question à propos de mon dernier relevé‚,,,,,,,,,,,,,,,,,
Case.005,Problème de réinitialisation de mon mot de passe*,Problème pour réinitialiser mon mot de passe. Je me suis deconnecté et je ne me souviens pas de mon mot de passe.,,,,,,,,,,,,,,,,,
Case.006,Ne peut pas trouver le rapport d'essai,,,,,,,,,,,,,,,,,,
Case.013,Routeur sans fil ne diffuse pas.,Routeur sans fil ne diffuse pas. Personne n'entend mes cris.,,,,,,,,,,,,,,,,,
Product2,NAME,PRODUCTCODE,DESCRIPTION,,,,,,,,,,,,,,,,
Product2.001,Routeur sans fil,S100,Le produit standard est conçu pour apporter une valeur commerciale pour les entreprises de petite et moyenne taille.,,,,,,,,,,,,,,,,
Product2.002,Produit Delta,D200,Le produit Delta ajoute de la valeur grâce à l'amélioration de l'interface graphique automatisée à la fonctionnalité du produit standard.,,,,,,,,,,,,,,,,
Product2.003,Consulting Metier,12M-BC,"Il s'agit d'un forfait de consultation de 12 mois basée sur un taux de consultation standard de 1 800 $ par jour. Pour modifier, aller dans le menu revenu et quantité",,,,,,,,,,,,,,,,
Product2.004,Services Techniques,Tech-12 mois,Ceci est un forfait de consultation de 12 mois pour la consultation technique basée sur un taux de consultation standard de 2 200 $ par jour. Veuillez confirmer avec les services professionnels que tout examen du processus entreprise est complet avant de consulter l'équipe de tech.,,,,,,,,,,,,,,,,
Product2.005,Produit Alpha,S110,Ce produit Alpha (S110) est un module complémentaire du produit standard (S100). Les feuilles de vérification installées doivent coïncider avec des contrats pour le produit S100 avant que le produit Alpha ne soit vendu.,,,,,,,,,,,,,,,,
Asset,NAME,SERIALNUMBER,DESCRIPTION,,,,,,,,,,,,,,,,
Asset.001,Produit Alpha,129290t5,,,,,,,,,,,,,,,,,
Asset.002,Produit Delta,24637788,,,,,,,,,,,,,,,,,
Asset.003,Routeur sans fil,1203985,,,,,,,,,,,,,,,,,
Asset.004,Produit Alpha,1203990,,,,,,,,,,,,,,,,,
Asset.005,Produit Delta,1203991,,,,,,,,,,,,,,,,,
Asset.006,Produit Alpha,65764467652,,,,,,,,,,,,,,,,,
Task,SUBJECT,DESCRIPTION,,,,,,,,,,,,,,,,,
Task.003,Stratégie Marketing à revoir,,,,,,,,,,,,,,,,,,
Task.004,Prospection,,,,,,,,,,,,,,,,,,
Task.007,à contacter,,,,,,,,,,,,,,,,,,
Task.017,Envoyer nouveau prix.,,,,,,,,,,,,,,,,,,
Task.016,appel pour mise à jour.,,,,,,,,,,,,,,,,,,
Task.015,Envoyer mes remerciements.,,,,,,,,,,,,,,,,,,
Task.014,Message sur boîte vocale.,,,,,,,,,,,,,,,,,,
Task.019,Notes pour prospection,,,,,,,,,,,,,,,,,,
Task.011,Suivi de l'état,,,,,,,,,,,,,,,,,,
Task.013,Faire un suivi de mon message.,,,,,,,,,,,,,,,,,,
Task.018,Appeler,,,,,,,,,,,,,,,,,,
Task.001,Gérer la mise à jour de l'affaire,,,,,,,,,,,,,,,,,,
Task.002,Envoyer nouveau prix.,,,,,,,,,,,,,,,,,,
Task.006,Email:  Solution envoyée pour requête: 00001192,"destinataire: lb@up.com CC: BCC:  Attachement: sujet :  Solution proposée pour requête: 00001192    [ ref:00D37EfQ.50034EiR7:ref ]Corp:
Chère Laura Boyle , En réponse à votre récente requête , veuillez trouver la ci-après la solution à votre demande . Si vous avez d'autres problèmes ou si cela ne resout pas votre problème, merci de contacter ou d'accéder à votre portail self-service.
Description de la solution: Les heures du Support sont : Lundi 9.00  - Vendredi  17.00 Samedi - Ferm‚ , Dimanche - Ferm‚. Nos heures d'ouverture sont lundi 9.00 et nous sommes disponible 24 hrs/24hrs 7jours/7 jusqu'…  Vendredi 19.00. Nous sommes ferm‚s Samedi et Dimanche.Merci , Adam User Universal Containers ------ Votre  Question / Commentaire ------La description de votre requˆte initiale : Puis-je appel‚ le Samedi?

 ",,,,,,,,,,,,,,,,,
Task.005,Envoyer nouveau relevé.,,,,,,,,,,,,,,,,,,
Task.012,Revoir requête.,,,,,,,,,,,,,,,,,,
Task.008,Compléter l'évaluation,Compléter l'évaluation du document,,,,,,,,,,,,,,,,,
Task.009,Email: proposition,"Additional To: lb@mailinator.com; jmendezona@salesforce.com
CC: 
BCC: 
Attachment: Quote 3_V2.pdf

Subject: Quote
Body:",,,,,,,,,,,,,,,,,
Event,SUBJECT,LOCATION,DESCRIPTION,,,,,,,,,,,,,,,,
Event.002,RDV avec Décisonnaires,Salle de conférence Tour Eiffel,,,,,,,,,,,,,,,,,
Event.001,Revue du deal,Salle de conférence Louvres,,,,,,,,,,,,,,,,,
Event.003,Recherche d'information pour requête ouverte.,,,,,,,,,,,,,,,,,,
Solution,SOLUTIONNAME,SOLUTIONNOTE,SOLUTIONLANGUAGE,KEYWORDS__C,INTERNAL_NOTES__C,,,,,,,,,,,,,,
Solution.001,Comment je change ou réinitialise mon mot de passe?*,"If you are logged in, click the logout button to get to the login page.<br><br>
<ol><li>Below the submit button, click the link called &quot;Forgot my password.&quot; 
</li><li>You should receive a new password to the email you used when you first got your account.<br>
</li><li>Upon first login, you will be prompted for a new password.</li></ol><img alt="""" src=""/servlet/servlet.ImageServer?id=01530000000Oo6K&amp;oid=00D300000007EfQ"" border=""0""></img><br>",en_US,"Mot de passe, réinitialisation, connexion","Équipe - 20 % des appels entrants sont pour de la réinitialisation de mot de passe. Veuillez informer vos clients que notre portail clients a maintenant un lien « mot de passe oublié? ».  Merci Salesforce, d’automatiser ce processus.",,,,,,,,,,,,,,
Solution.002,Réinitialisation du serveur avant mise à jour,"<span style=""font-family: Geneva,Arial,Sans-Serif; "">To restart the server you want to:</span><br style=""font-family: Geneva,Arial,Sans-Serif; ""><ol style=""font-family: Geneva,Arial,Sans-Serif; ""><li>Make sure you close out all open applications</li><li>Power down the server using the shut down menu</li><li>Unplug the power cable and wait 30 seconds.</li><li>Plug it back in and turn it on.</li><li>Put in your <span style=""font-weight: bold; "">username </span>and <span style=""font-weight: bold; "">pa</span><span style=""font-weight: bold; "">ssword </span>at the prompt.<img align=""left"" alt="""" src=""/servlet/servlet.ImageServer?id=01530000000edT4&amp;oid=00D300000007EfQ"" border=""0""></img><br></li></ol><div style=""text-align: left; ""><br style=""font-family: Geneva,Arial,Sans-Serif; ""><span style=""font-family: Geneva,Arial,Sans-Serif; ""></span><br><span style=""font-family: Geneva,Arial,Sans-Serif; "">
</span><br><span style=""font-family: Geneva,Arial,Sans-Serif; "">
<br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br>You can also view the Microsoft server knowledge base article here: </span><a style=""font-family: Geneva,Arial,Sans-Serif; "" href=""http://www.microsoft.com/"" target=""_blank"">http://www.microsoft.com</a><br></div><a style=""font-family: Geneva,Arial,Sans-Serif; "" href=""http://www.microsoft.com"" target=""_blank""></a>",en_US,"serveur, connexion, réinitialisation, mise à jour",,,,,,,,,,,,,,,
Solution.003,Relevé des factures et  FAQ,"<ul><li>For your balance, please call our hotline 1-800-555-1212. Press 1 for Balance check.</li><li>We only handle Net 30 transactions</li><li>If you cannot afford to pay your bill, please call our hotline 1-800-555-1212</li><li>Send all of your statements to our headquarters address and make the check out to the finance department. The address is available on our company web site</li></ul>",en_US,"facturation, relevé, question, politique, règles, bilan",,,,,,,,,,,,,,,
